timestamp,open,high,low,close,volume
2025-11-05 08:45:33.188400,192.92335013500227,193.03599503572025,192.78664631904147,192.92335013500227,4550173.379948273
2025-11-05 08:46:33.188400,192.92335013500227,192.95125948560496,192.8791500127864,192.91990979179155,10039645.175251758
2025-11-05 08:47:33.188400,192.91990979179155,193.08231318767093,192.84523890198926,192.97643101573277,11325842.570812168
2025-11-05 08:48:33.188400,192.97643101573277,193.1958920896469,192.88829259523803,193.18513843840353,2902211.8048589327
2025-11-05 08:49:33.188400,193.18513843840353,193.36897712415734,193.10107255207205,193.14540939437424,12199614.039592683
2025-11-05 08:50:33.188400,193.14540939437424,193.37987017566732,193.06026202550385,193.20497836763468,9607059.2979476
2025-11-05 08:51:33.188400,193.20497836763468,193.33898731256144,193.03734385199232,193.21389212835356,4658231.219844957
2025-11-05 08:52:33.188400,193.21389212835356,193.32402340649028,193.07184503914604,193.1642837126283,3466900.2637470765
2025-11-05 08:53:33.188400,193.1642837126283,193.18342254862227,193.04948456815353,193.1340997616753,1852299.3122097286
2025-11-05 08:54:33.188400,193.1340997616753,193.1529644225428,192.89607604264728,193.07041990094777,6566094.617503687
2025-11-05 08:55:33.188400,193.07041990094777,193.1276528234961,192.94990597699854,193.02260039345185,6477385.239868777
2025-11-05 08:56:33.188400,193.02260039345185,193.12904204048633,193.00157200579696,193.06978401507308,5202444.242546271
2025-11-05 08:57:33.188400,193.06978401507308,193.15812850167882,193.05709407025697,193.06605027584553,6613758.16813602
2025-11-05 08:58:33.188400,193.06605027584553,193.24092056791318,192.86427101885948,193.04077929859042,4654093.514062327
2025-11-05 08:59:33.188400,193.04077929859042,193.1445565341404,192.87773447287964,193.0769231165048,3990442.6347754556
2025-11-05 09:00:33.188400,193.0769231165048,193.32026279249806,193.02706145157302,193.27586507273432,3713659.3114653425
2025-11-05 09:01:33.188400,193.27586507273432,193.46459375534687,193.0998689793678,193.21229625420594,6062260.5291383
2025-11-05 09:02:33.188400,193.21229625420594,193.3994644082223,193.14493451687508,193.3716856721061,7532463.127541943
2025-11-05 09:03:33.188400,193.3716856721061,193.45316633883948,193.03546474260617,193.22708842634412,4165764.282812886
2025-11-05 09:04:33.188400,193.22708842634412,193.4683999610464,193.19983095905553,193.3593262396401,4140498.6283306438
2025-11-05 09:05:33.188400,193.3593262396401,193.65689830074504,193.3553252081686,193.5595541986487,5986631.948644522
2025-11-05 09:06:33.188400,193.5595541986487,193.68908631313266,193.40150639422035,193.49177684301566,6783428.46164879
2025-11-05 09:07:33.188400,193.49177684301566,193.6616921274246,193.4582482326052,193.50618745426792,5629368.904873088
2025-11-05 09:08:33.188400,193.50618745426792,193.60106340792527,193.3379329051428,193.49701675193174,10891064.424448293
2025-11-05 09:09:33.188400,193.49701675193174,193.58877294023682,193.3127165783845,193.53566134355626,15806399.377172368
2025-11-05 09:10:33.188400,193.53566134355626,193.6932872084413,193.36012580858855,193.47785956271548,5091658.798716871
2025-11-05 09:11:33.188400,193.47785956271548,193.50042229611864,193.36119595945704,193.37756965788927,7793846.733639942
2025-11-05 09:12:33.188400,193.37756965788927,193.54401255804638,193.08793194581537,193.157884964276,4919921.691155263
2025-11-05 09:13:33.188400,193.157884964276,193.25888518606348,193.11871900870833,193.1683411676413,4690802.42674888
2025-11-05 09:14:33.188400,193.1683411676413,193.23933893053763,192.888465635133,193.04980393384332,3003237.2045486732
2025-11-05 09:15:33.188400,193.04980393384332,193.12821305158323,192.98866735089885,193.00102601994502,4851271.1996342745
2025-11-05 09:16:33.188400,193.00102601994502,193.0296029154081,192.81518301437166,192.91613837730907,6219718.664336122
2025-11-05 09:17:33.188400,192.91613837730907,193.0436033025385,192.77943206866954,192.90508780858218,5004846.8160126945
2025-11-05 09:18:33.188400,192.90508780858218,193.16586363725796,192.72430404261493,193.0127625640134,9471325.777295798
2025-11-05 09:19:33.188400,193.0127625640134,193.132016332601,192.8578166196483,192.9465421567016,5471230.651890507
2025-11-05 09:20:33.188400,192.9465421567016,193.1752015374577,192.755555330172,192.98801275495418,8437893.765706545
2025-11-05 09:21:33.188400,192.98801275495418,192.9887968618469,192.8120647418508,192.89154607336621,7644251.947673509
2025-11-05 09:22:33.188400,192.89154607336621,192.9930233156783,192.74163843187998,192.85070621305817,4151320.8204121473
2025-11-05 09:23:33.188400,192.85070621305817,192.94782050145537,192.50082580745763,192.5705122358255,8136570.66391656
2025-11-05 09:24:33.188400,192.5705122358255,192.71599546095493,192.48400622961378,192.51899898717537,9625092.188233564
2025-11-05 09:25:33.188400,192.51899898717537,192.61207374320435,192.5077496801296,192.59451746109178,7421364.899545443
2025-11-05 09:26:33.188400,192.59451746109178,192.76520955333143,192.4453293355853,192.75244183748072,2559945.182666474
2025-11-05 09:27:33.188400,192.75244183748072,192.941915977878,192.5952669187547,192.76084715130082,1839604.763902917
2025-11-05 09:28:33.188400,192.76084715130082,192.94404002496114,192.61447615067502,192.73493854953264,16568626.370501235
2025-11-05 09:29:33.188400,192.73493854953264,192.9070745499752,192.65049841051174,192.83145401351328,9352866.090486156
2025-11-05 09:30:33.188400,192.83145401351328,193.1030953401174,192.71510133977412,192.9471076513198,9837304.523314785
2025-11-05 09:31:33.188400,192.9471076513198,193.03260013268977,192.86878810548913,192.97662020761214,8200047.358045329
2025-11-05 09:32:33.188400,192.97662020761214,193.1038696997733,192.72236702891954,192.90622228176733,11272956.803705879
2025-11-05 09:33:33.188400,192.90622228176733,192.9411864661535,192.82321621989846,192.86965757285267,3924863.582693982
2025-11-05 09:34:33.188400,192.86965757285267,193.00952281845827,192.6280330216603,192.7138275034521,7298059.560697049
2025-11-05 09:35:33.188400,192.7138275034521,192.7924290802487,192.59573383154628,192.61024779341892,3330685.1305073434
2025-11-05 09:36:33.188400,192.61024779341892,192.65929391626716,192.44250872961084,192.64462097485332,3316417.87615127
2025-11-05 09:37:33.188400,192.64462097485332,192.69550458485818,192.53632386710765,192.5831833664346,3048416.3060227926
2025-11-05 09:38:33.188400,192.5831833664346,192.71059904986328,192.5203955722937,192.6531338139712,3087666.293420767
2025-11-05 09:39:33.188400,192.6531338139712,192.82756434016238,192.35556571973407,192.50119320587953,2418792.2165526184
2025-11-05 09:40:33.188400,192.50119320587953,192.65468378888167,192.3162318929395,192.45231857157083,4127930.870470993
2025-11-05 09:41:33.188400,192.45231857157083,192.58256203473888,192.38379013350396,192.50487025816915,5499472.906389584
2025-11-05 09:42:33.188400,192.50487025816915,192.75058301905722,192.35435367160085,192.59929258078725,4877019.175110356
2025-11-05 09:43:33.188400,192.59929258078725,192.68620476353797,192.54112415099266,192.55583220020168,2321475.7328329957
2025-11-05 09:44:33.188400,192.55583220020168,192.6326061664163,192.54972944985005,192.57543290751642,4770320.989164399
2025-11-05 09:45:33.188400,192.57543290751642,192.64447109846247,192.40710681609528,192.623830761275,6342627.025134054
2025-11-05 09:46:33.188400,192.623830761275,192.87224208429828,192.51416303401632,192.725468813397,2469006.2801160244
2025-11-05 09:47:33.188400,192.725468813397,192.7864706189721,192.58897809450158,192.7657581938464,8762370.257495381
2025-11-05 09:48:33.188400,192.7657581938464,192.9230568784019,192.7619856362132,192.84647843813036,1958580.7227464793
2025-11-05 09:49:33.188400,192.84647843813036,193.01074749084668,192.67367494342326,192.85766431861188,3826522.096809044
2025-11-05 09:50:33.188400,192.85766431861188,193.0421175391019,192.56780359102058,192.73243007701865,4950713.206419377
2025-11-05 09:51:33.188400,192.73243007701865,193.06089166239568,192.66392616410886,192.88419029667492,3443362.3416837975
2025-11-05 09:52:33.188400,192.88419029667492,192.97438704485623,192.7844965328612,192.95410855845736,6486475.236249008
2025-11-05 09:53:33.188400,192.95410855845736,193.10698859838854,192.86940314025765,193.06273055511045,8213499.0741293505
2025-11-05 09:54:33.188400,193.06273055511045,193.1785359416394,193.0133031129413,193.11053116005576,6008597.141985343
2025-11-05 09:55:33.188400,193.11053116005576,193.15471555925532,193.0212634743055,193.02501028091496,3917280.924352248
2025-11-05 09:56:33.188400,193.02501028091496,193.1123021478507,192.90041598941477,193.04779249395662,3369587.809069097
2025-11-05 09:57:33.188400,193.04779249395662,193.20632249607286,192.99844482888233,193.02044290654757,14558477.171860838
2025-11-05 09:58:33.188400,193.02044290654757,193.21371821979233,192.88183401329965,193.14009966641814,3005489.8393267654
2025-11-05 09:59:33.188400,193.14009966641814,193.33057616943114,193.02660419535823,193.1385165707632,9713025.387567662
2025-11-05 10:00:33.188400,193.1385165707632,193.17386490806842,193.0867824162924,193.11402840901613,7427784.831293681
2025-11-05 10:01:33.188400,193.11402840901613,193.19872982690794,192.88393228336756,193.03023375769584,3003868.546503671
2025-11-05 10:02:33.188400,193.03023375769584,193.06349846830673,192.79596106169484,192.8879654419629,3933745.8643520097
2025-11-05 10:03:33.188400,192.8879654419629,193.0531807488009,192.69779326429577,192.91172447713276,7609726.430978914
2025-11-05 10:04:33.188400,192.91172447713276,193.0890378069982,192.78722451498675,192.973960509241,4160409.1900119395
2025-11-05 10:05:33.188400,192.973960509241,193.15396038791226,192.80175505650905,192.90830022284263,2794659.449393227
2025-11-05 10:06:33.188400,192.90830022284263,193.06527163709288,192.72957548846793,193.0519130941163,8325262.6530882325
2025-11-05 10:07:33.188400,193.0519130941163,193.21148347523928,193.00533953149312,193.14737050865517,5768270.248168718
2025-11-05 10:08:33.188400,193.14737050865517,193.23929982765645,193.0410114339164,193.1927182184717,3490018.541083149
2025-11-05 10:09:33.188400,193.1927182184717,193.35082601273783,193.03226418720016,193.28176693820356,4414182.372670541
2025-11-05 10:10:33.188400,193.28176693820356,193.57945765140326,193.26301024940977,193.4288709713959,10018335.69915862
