timestamp,open,high,low,close,volume,returns,range_pct
2024-10-01 00:00:00,193.47486598719127,193.96012276429423,192.63195880304454,193.053171524141,29297404.26144272,,0.6864788118460903
2024-10-01 00:01:00,192.96549716336983,193.0795756676227,192.9550548506929,193.0673257356324,3129529.004947982,7.331768434393204e-05,0.06453009411540837
2024-10-01 00:02:00,193.0558633394039,193.25966711168158,192.92103321207014,193.03183331151794,11706363.931799091,-0.0001838344421005722,0.17540720792100398
2024-10-01 00:03:00,193.03358225414527,193.0440712161828,192.4822095038916,192.489458576548,30796855.63758513,-0.002809768345797381,0.2910694117210471
2024-10-01 00:04:00,192.50136979007803,192.73356654154628,192.46973748889462,192.7034431829323,116953044.70204805,0.0011116692205728196,0.13705307808425624
2024-10-01 00:05:00,192.73382633416418,193.04650271052648,191.22493464629258,191.53980182522994,322261535.6532652,-0.006038508386161601,0.9451211024450087
2024-10-01 00:06:00,191.76222011275397,191.84164964079733,191.2440491826356,191.35712390294617,30337627.902333207,-0.0009537334827696142,0.31163618037502583
2024-10-01 00:07:00,191.17542267972192,191.9687088851036,190.81334054143622,191.59303981053608,81204337.95816089,0.0012328566754042924,0.6043498308896069
2024-10-01 00:08:00,191.66057394155789,191.80680469518896,191.53709292975873,191.672719274769,96474065.85122366,0.00041587869951698053,0.14072365530558842
2024-10-01 00:09:00,191.72718399129457,191.97625815698566,191.56352689009154,191.73912863974334,295291017.7737844,0.0003464727021436076,0.21527008236498554
2024-10-01 00:10:00,191.75668850227584,192.14805542826355,191.00677680400887,191.3552127512233,853006847.4390281,-0.002002282430527691,0.5951701779837194
2024-10-01 00:11:00,191.31532471655342,191.6997719687005,191.16110311831108,191.57898010508225,2316232291.1206393,0.001169382065122404,0.28156074333695014
2024-10-01 00:12:00,191.53757685027617,192.24550788764736,191.0512733827386,191.82044128749473,779190024.7910535,0.0012603740884309378,0.6234988061075294
2024-10-01 00:13:00,191.92108264669747,192.35604596662267,191.75288085553484,192.19690903797087,777478937.8749336,0.0019626049650876,0.3142776722441608
2024-10-01 00:14:00,192.07396783633712,192.30045616113668,191.73555001218404,191.90722144308526,2223102400.6323647,-0.0015072437758526513,0.29410864747376453
2024-10-01 00:15:00,191.980836615095,192.21178406843035,191.82901009639048,192.0879704079343,2583886434.8613505,0.0009418559837919283,0.19938134388241044
2024-10-01 00:16:00,192.02081513363962,192.0738680738388,192.01072717136927,192.0635901896738,609166.0500441304,-0.00012692215034992849,0.032882321859532625
2024-10-01 00:17:00,191.98747091806334,192.37365429394174,191.86981162482883,192.2633711084763,1257957.6650102062,0.0010401811119182813,0.26243518220412615
2024-10-01 00:18:00,192.3266545430687,192.62764463233563,191.9511648625828,192.13992579434898,2047936.812140601,-0.0006420636100137322,0.3517347979457227
2024-10-01 00:19:00,192.04129957434793,192.74298149857051,191.6929221930003,192.3591605727627,3368967.9715441577,0.0011410162542082602,0.5467882730941892
2024-10-01 00:20:00,192.40639892887404,192.7148725449756,191.54984824825314,191.8651166644401,11233559.43753562,-0.002568340945404146,0.6055018456808878
2024-10-01 00:21:00,191.9592626347411,192.21674840478943,191.86034179551422,192.0865902672506,7193452.051521279,0.0011543192773173505,0.1856678361769808
2024-10-01 00:22:00,191.9348195299597,191.99584358425278,191.84076306931536,191.89710432419096,17612879.59603396,-0.0009864610683963937,0.08079853114573468
2024-10-01 00:23:00,191.83040895908178,191.99373132035566,191.57711721467334,191.84340353055174,15856018.2733349,-0.00027984160484517684,0.21717834411289472
2024-10-01 00:24:00,191.6679383847369,192.03086353326086,191.50759776264022,191.87740587654423,23159845.717553005,0.00017724011024999875,0.2730064167384548
2024-10-01 00:25:00,191.81264077386822,192.4090912137952,191.17367022909755,191.77560428684032,56137674.550593935,-0.0005305553785182049,0.6440769386800231
2024-10-01 00:26:00,191.64083857488492,192.02572914529134,191.43853736619255,191.70035859111843,103659695.05969548,-0.0003923632309840164,0.3064022175363937
